Dec 2018,101.37
Jan 2018,106.45
Feb 2018,105.95
Mar 2018,96.66
Apr 2018,93.69
May 2018,105.29
Jun 2018,114.33
Jul 2018,119.57
Aug 2018,117.34
Sep 2018,114.16
Oct 2018,108.73
Nov 2018,100.73
Dec 2018,101.37
Jan 2019,98.56	
