Scenarios,,,,,
scenario 1,0.129279373,0.66671801,0.000588885,0.203413732,0
scenario 2,,,,,
scenario 4,,,,,
,,,,,
Coal production,0.098823754,0.293787906,,,
Gas production,0.452984091,0,,,
Waste production,0,0.00038685,,,
Pellet production,0.15936286,0.186511013,,,
SMR production,0.288829294,0.51931423,,,
